,Unnamed: 0,mode,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,normalized_popularity,normalized_tempo,normalized_duration_ms,dance.,speech.,live.,acoust.,ntempo,instru.,ndur.
0,0,1,1921,0.8868960000000005,0.4185973333333336,260537.16666666663,0.232,0.34487805886666656,0.20571,-17.04866666666665,0.073662,101.53149333333329,0.379,0.6533333333333333,2,0.007870425850017765,0.02765003037478431,0.9355514120927716,0.419,0.074,0.206,0.887,0.028,0.345,0.936
1,1,1,1922,0.9385915492957748,0.4820422535211267,165469.74647887325,0.238,0.4341948697183099,0.2407197183098592,-19.275281690140844,0.1166549295774648,100.88452112676056,0.536,0.14084507042253522,10,0.0,0.0,0.07751251098711902,0.482,0.117,0.241,0.939,0.0,0.434,0.078
2,2,1,1923,0.9572467913513516,0.5773405405405401,177942.36216216214,0.262,0.37173272502702703,0.2274621621621621,-14.129210810810811,0.0939486486486487,114.0107297297297,0.625,5.389189189189189,0,0.08060029119012133,0.5609824701751751,0.1900851403238775,0.577,0.094,0.227,0.957,0.561,0.372,0.19
3,3,1,1924,0.940199860169493,0.5498940677966102,191046.70762711862,0.344,0.5817009136440677,0.2352190677966101,-14.231343220338989,0.09208940677966099,120.68957203389822,0.664,0.6610169491525424,10,0.007988425291061809,0.8464200681160918,0.3083594993024735,0.55,0.092,0.235,0.94,0.846,0.582,0.308
4,4,1,1925,0.9626070503597138,0.5738633093525181,184986.92446043165,0.279,0.4182973612230215,0.2376679856115108,-14.14641366906474,0.11191798561151084,115.52192086330929,0.622,2.6043165467625897,5,0.03783222171381299,0.6255671313415789,0.2536664227573056,0.574,0.112,0.238,0.963,0.626,0.418,0.254
5,5,1,1926,0.660817216981134,0.5998802612481859,156881.65747460088,0.211,0.3330931111175616,0.2323695936139332,-18.492538461538466,0.4837036284470243,109.64803265602328,0.437,1.4223512336719883,9,0.019680449220260708,0.374531328412866,0.0,0.6,0.484,0.232,0.661,0.375,0.333,0.0
6,6,1,1927,0.9361794552845558,0.6482682926829262,184993.59837398367,0.264,0.3913284986504065,0.16845024390243893,-14.422373983739831,0.11360959349593502,114.84652357723554,0.66,0.8016260162601626,7,0.010147798132549336,0.5967022816845687,0.25372665871867844,0.648,0.114,0.168,0.936,0.597,0.391,0.254
7,7,1,1928,0.9386165035685952,0.5342878667724027,214827.90642347344,0.208,0.4948354801348136,0.17528937351308488,-17.191982553528927,0.15991149881046796,106.77226169706593,0.496,1.5257731958762886,1,0.02126872927211813,0.2516278194857714,0.5229986852811351,0.534,0.16,0.175,0.939,0.252,0.495,0.523
8,8,1,1929,0.6014265861344558,0.6476698529411761,168999.41281512607,0.242,0.21520403106092464,0.2360002100840333,-16.530376050420152,0.4900007352941176,110.94835714285715,0.637,0.3403361344537815,7,0.0030636401666672953,0.4301040581109396,0.10936980782388388,0.648,0.49,0.236,0.601,0.43,0.215,0.109
9,9,1,1930,0.936714937370057,0.5181758835758836,195150.28534303536,0.334,0.35220592816528057,0.22131086278586296,-12.869221413721428,0.11990966735966745,109.87119438669428,0.616,0.9267151767151768,2,0.012068827418977158,0.3840687220889098,0.3453966809890229,0.518,0.12,0.221,0.937,0.384,0.352,0.345
